,AdjMSE,fuzzy_accuracy (%),mae,mape (%),mean_bias_error,mse,r2_score,rmse
0,1098.5274879457859,85.87447182310555,21.83739376902954,1680.286783730341,-2.839335321798875,792.8164915834683,0.6864817428139337,28.107257685610374
