,AdjMSE,fuzzy_accuracy (%),mae,mape (%),mean_bias_error,mse,r2_score,rmse
0,3688.6561235797667,25.838464441786307,37.86502705919093,10718.846903919215,36.794271058088235,2274.773359940122,-64.44093886797845,47.06477832220794
