strat_id,strat_name,dt,type,price,size,order_value,portfolio_value,commission,pnl
0,fast_period1_slow_period32,2015-06-08,buy,359.56249999999994,277,99598.81249999999,100000.0,0.0,0.0
0,fast_period1_slow_period32,2015-06-12,sell,355.4485981308412,-277,99598.81249999999,98860.44918224303,0.0,-1139.5508177569666
0,fast_period1_slow_period32,2015-08-12,buy,185.78378378378372,531,98651.18918918916,102028.50999305387,0.0,0.0
0,fast_period1_slow_period32,2015-09-12,sell,170.5,-531,98651.18918918916,90744.75999305387,0.0,-8115.689189189155
0,fast_period1_slow_period32,2016-02-27,buy,54.72252992674647,1656,90620.50955869215,90864.21822519158,0.0,0.0
0,fast_period1_slow_period32,2016-03-03,sell,48.16949152542373,-1656,90620.50955869215,79892.92840046341,0.0,-10851.831592590464
0,fast_period1_slow_period32,2016-03-29,buy,48.0,1662,79776.0,83216.92840046341,0.0,0.0
0,fast_period1_slow_period32,2016-06-21,buy,67.87298850574713,1,67.87298850574713,114341.50207862433,0.0,0.0
0,fast_period1_slow_period32,2016-08-24,sell,145.27692307692308,-1663,79843.87298850574,241644.57848888077,0.0,161751.65008841734
0,fast_period1_slow_period32,2016-11-06,buy,166.0,1454,241364.0,241644.57848888077,0.0,0.0
0,fast_period1_slow_period32,2016-11-17,sell,153.0,-1454,241364.0,222742.57848888077,0.0,-18902.0
0,fast_period1_slow_period32,2017-06-20,buy,202.8909090909091,1096,222368.43636363637,245714.52498238723,0.0,0.0
0,fast_period1_slow_period32,2017-08-09,sell,238.19336677731965,-1096,222368.43636363637,261434.07211318673,0.0,38691.493624305964
0,fast_period1_slow_period32,2017-08-18,buy,253.1236112166129,1031,260970.44316432788,264275.3986852027,0.0,0.0
0,fast_period1_slow_period32,2017-09-27,sell,319.5614202634515,-1031,260970.44316432788,329931.45324047736,0.0,68497.38112729062
0,fast_period1_slow_period32,2017-10-03,buy,343.576630196312,959,329489.9883582632,338846.39953885606,0.0,0.0
0,fast_period1_slow_period32,2017-10-09,sell,335.9965205260717,-959,329489.9883582632,322662.12806671695,0.0,-7269.325173760439
0,fast_period1_slow_period32,2017-10-10,buy,340.4047364225441,946,322022.8806557267,337207.8171038567,0.0,0.0
0,fast_period1_slow_period32,2017-10-19,sell,337.01147610200985,-946,322022.8806557267,319452.10380349157,0.0,-3210.02426322539
0,fast_period1_slow_period32,2017-12-12,buy,180.5,1768,319124.0,317736.10380349157,0.0,0.0
0,fast_period1_slow_period32,2018-01-05,sell,155.27272727272728,-1768,319124.0,274850.2856216734,0.0,-44601.81818181817
0,fast_period1_slow_period32,2018-01-31,buy,153.18695804749987,1792,274511.02882111975,295139.47933435533,0.0,0.0
0,fast_period1_slow_period32,2018-03-23,sell,238.79428772832892,-1792,274511.02882111975,428258.62040971906,0.0,153408.33478804567
0,fast_period1_slow_period32,2018-04-23,buy,175.19150711430254,2442,427817.6603731268,439872.305260886,0.0,0.0
0,fast_period1_slow_period32,2018-08-17,sell,433.5304730595327,-2442,427817.6603731268,1059122.3752479712,0.0,630863.754838252
0,fast_period1_slow_period32,2018-12-05,buy,99.67142662025354,10615,1058012.1935739913,1036370.412020647,0.0,0.0
0,fast_period1_slow_period32,2019-02-19,sell,335.30581875888515,-10615,1058012.1935739913,3560381.4477995457,0.0,2501259.0725515746
0,fast_period1_slow_period32,2019-03-25,buy,234.0702279449417,15195,3556697.113623389,3794248.223530654,0.0,0.0
0,fast_period1_slow_period32,2019-04-13,sell,233.7896056113936,-15195,3556697.113623389,3556117.3914412824,0.0,-4264.05635826352
0,fast_period1_slow_period32,2019-06-05,buy,174.37520168599065,20373,3552545.9839486876,3564267.6291335854,0.0,0.0
0,fast_period1_slow_period32,2019-07-14,sell,204.734669578864,-20373,3552545.9839486876,4174630.830822791,0.0,618513.4393815085
0,fast_period1_slow_period32,2019-07-30,buy,212.295751397474,19644,4170337.740451979,4264401.308725648,0.0,0.0
0,fast_period1_slow_period32,2019-08-19,sell,205.26848217663803,-19644,4170337.740451979,4036587.1542486893,0.0,-138043.6765741016
0,fast_period1_slow_period32,2019-08-22,buy,208.50429253205783,19340,4032473.0175699983,4056757.7578135347,0.0,0.0
0,fast_period1_slow_period32,2019-08-24,sell,209.16821876818287,-19340,4032473.0175699983,4049427.4876553477,0.0,12840.333406658196
0,fast_period1_slow_period32,2019-08-26,buy,210.58149129058737,19210,4045270.4476921833,3885934.8530791122,0.0,0.0
0,fast_period1_slow_period32,2019-08-27,sell,202.0706826192581,-19210,4045270.4476921833,3885934.8530791122,0.0,-163492.63457623532
0,fast_period1_slow_period32,2019-09-11,buy,197.5276826333665,19653,3882011.546793552,3951984.556238265,0.0,0.0
0,fast_period1_slow_period32,2019-09-16,sell,192.1232448859712,-19653,3882011.546793552,3779721.438029552,0.0,-106213.41504956024
0,fast_period1_slow_period32,2019-09-19,buy,194.09416935194872,19454,3775907.9705728106,3758288.2845330792,0.0,0.0
0,fast_period1_slow_period32,2019-09-23,sell,190.212157037848,-19454,3775907.9705728106,3704200.770471036,0.0,-75520.66755851569
0,fast_period1_slow_period32,2019-09-24,buy,191.07699685138311,19366,3700397.1210238854,3834221.458714516,0.0,0.0
0,fast_period1_slow_period32,2019-11-02,sell,243.52011601160115,-19366,3700397.1210238854,4719814.216127818,0.0,1015613.4456567824
0,fast_period1_slow_period32,2019-11-13,buy,240.3392598049514,19618,4714975.598853537,4819685.1896602865,0.0,0.0
0,fast_period1_slow_period32,2019-11-20,sell,226.93746354673115,-19618,4714975.598853537,4456897.7771340525,0.0,-262916.43899376557
0,fast_period1_slow_period32,2019-12-24,buy,203.82531541778715,21844,4452360.189986142,4517357.998811046,0.0,0.0
0,fast_period1_slow_period32,2020-01-08,sell,227.45001436658106,-21844,4452360.189986142,4972955.700971507,0.0,516057.92383745406
0,fast_period1_slow_period32,2020-01-14,buy,238.3970268329396,20839,4967955.642171628,5295736.553458225,0.0,0.0
0,fast_period1_slow_period32,2020-01-20,sell,237.45001994744766,-20839,4967955.642171628,4953221.024484741,0.0,-19734.676486765748
0,fast_period1_slow_period32,2020-04-15,buy,62.462021929541336,79220,4948241.377258264,5008192.940994161,0.0,0.0
0,fast_period1_slow_period32,2020-06-05,sell,91.3548199804008,-79220,4948241.377258264,7242108.486073828,0.0,2288887.4615890873
0,fast_period1_slow_period32,2020-06-06,buy,93.68845844068304,77222,7234810.137706425,7242216.3841910865,0.0,0.0
0,fast_period1_slow_period32,2020-06-21,sell,106.2080792104194,-77222,7234810.137706425,8208898.641154409,0.0,966790.1550805814
0,fast_period1_slow_period32,2020-07-23,buy,91.7287288112068,89401,8200640.084450699,8264651.012737823,0.0,0.0
0,fast_period1_slow_period32,2020-08-09,sell,94.719481784163,-89401,8200640.084450699,8476274.947689664,0.0,267376.3065352561
0,fast_period1_slow_period32,2020-08-30,buy,91.3373856911294,92709,8467797.690038916,8542275.551600859,0.0,0.0
0,fast_period1_slow_period32,2020-10-21,sell,199.9738778039798,-92709,8467797.690038916,18547855.49497991,0.0,10071580.547290249
0,fast_period1_slow_period32,2020-10-22,buy,217.9819635702298,85003,18529120.849360242,20011268.681561023,0.0,0.0
0,fast_period1_slow_period32,2020-11-02,sell,239.6365194411819,-85003,18529120.849360242,20388557.707678452,0.0,1840702.2126985409
0,fast_period1_slow_period32,2020-11-03,buy,244.65401523998264,83253,20368180.730774276,23553287.780882563,0.0,0.0
0,fast_period1_slow_period32,2020-12-01,sell,304.2207174185935,-83253,20368180.730774276,25347664.36415434,0.0,4959106.656475887
0,fast_period1_slow_period32,2020-12-27,buy,247.37153980362743,102365,25322187.671998322,26970455.667656086,0.0,0.0
0,fast_period1_slow_period32,2021-01-04,sell,211.0914234580692,-102365,25322187.671998322,21633850.25444127,0.0,-3713814.109713069
0,fast_period1_slow_period32,2021-01-05,buy,243.23173637196737,88854,21612112.70359479,20480104.220716637,0.0,0.0
0,fast_period1_slow_period32,2021-01-07,sell,226.10424668260555,-88854,21612112.70359479,20112004.285582714,0.0,-1521845.9688585554
0,fast_period1_slow_period32,2021-01-12,buy,248.15903572066105,80963,20091700.00905188,21594291.28345796,0.0,0.0
0,fast_period1_slow_period32,2021-01-20,sell,234.5004250745385,-80963,20091700.00905188,19006162.191840693,0.0,-1105842.0937420204
0,fast_period1_slow_period32,2021-03-24,buy,128.6121022807509,147631,18987133.271809533,21425417.19700477,0.0,0.0
0,fast_period1_slow_period32,2021-07-11,sell,542.294661468873,-147631,18987133.271809533,80078532.08734235,0.0,61072369.89550165
0,fast_period1_slow_period32,2021-07-13,buy,547.0935455387925,146224,79998206.60286438,80660176.13380557,0.0,0.0
0,fast_period1_slow_period32,2021-08-18,sell,562.6750816372391,-146224,79998206.60286438,82356926.62180161,0.0,2278394.5344592687
0,fast_period1_slow_period32,2021-11-20,buy,154.1197204286157,533835,82274500.95501006,84318589.72557096,0.0,0.0
0,fast_period1_slow_period32,2021-12-19,sell,183.6068618978937,-533835,82274500.95501006,98098194.78805365,0.0,15741268.166252028
0,fast_period1_slow_period32,2021-12-23,buy,199.10806260688813,492196,98000191.98285991,98700357.81251444,0.0,0.0
0,fast_period1_slow_period32,2021-12-28,sell,166.516065097572,-492196,98000191.98285991,82056543.98195828,0.0,-16041650.806095354
0,fast_period1_slow_period32,2022-02-25,buy,77.17038831841248,1062254,81974553.67278692,82128213.3746164,0.0,0.0
0,fast_period1_slow_period32,2022-02-28,sell,74.94251309891395,-1062254,81974553.67278692,79689974.6185451,0.0,-2366569.36341319
0,fast_period1_slow_period32,2022-03-01,buy,75.58479670005079,1053258,79610291.8027021,78558270.76346204,0.0,0.0
0,fast_period1_slow_period32,2022-03-03,sell,71.14142771804062,-1053258,79610291.8027021,75009960.69129103,0.0,-4680013.927254068
0,fast_period1_slow_period32,2022-03-05,buy,73.596326972403,1018189,74934970.56370404,75528405.49760747,0.0,0.0
0,fast_period1_slow_period32,2022-03-14,sell,72.43925289156236,-1018189,74934970.56370404,73831840.58999398,0.0,-1178120.1012970547
0,fast_period1_slow_period32,2022-04-13,buy,69.66117647058823,1058811,73758019.92,75025389.64454125,0.0,0.0
0,fast_period1_slow_period32,2022-05-27,sell,88.93661482295336,-1058811,73758019.92,94240886.74730006,0.0,20409046.157306075
0,fast_period1_slow_period32,2022-07-05,buy,75.23029345246839,1251447,94146725.0502112,100119293.50905399,0.0,0.0
0,fast_period1_slow_period32,2022-08-11,sell,89.77684695693281,-1251447,94146725.0502112,112445127.49080156,0.0,18204240.743501496
0,fast_period1_slow_period32,2022-11-06,buy,57.545959271168286,1952053,112332762.43316187,112917292.8027131,0.0,0.0
