,data,produto,submercado,expiracao,volume,VWAP,M,H,h,h_cresc,missing,ok,result
0,2015-04-24,SE CON MEN MAI/15,SE,2015-06-01,3.0,375.3333333333333,1.0,8.0,7.0,0.0,,1,
1,2015-04-25,,,,,,,,,,0.75,,
2,2015-04-26,,,,,,,,,,0.75,,
3,2015-04-27,,,,,,,,,,0.75,,
4,2015-04-28,,,,,,,,,,0.75,,
5,2015-04-29,,,,,,,,,,0.75,,
6,2015-04-30,,,,,,,,,,0.75,,
7,2015-05-01,,,,,,,,,,0.75,,
8,2015-05-02,,,,,,,,,,0.75,,
9,2015-05-03,,,,,,,,,,0.75,,
10,2015-05-04,SE CON MEN JUN/15,SE,2015-07-01,3.0,355.0,1.0,29.0,27.0,1.0,,1,
11,2015-05-05,,,,,,,,,,0.75,,
12,2015-05-06,,,,,,,,,,0.75,,
13,2015-05-07,,,,,,,,,,0.75,,
14,2015-05-08,,,,,,,,,,0.75,,
15,2015-05-09,,,,,,,,,,0.75,,
16,2015-05-10,,,,,,,,,,0.75,,
17,2015-05-11,,,,,,,,,,0.75,,
18,2015-05-12,,,,,,,,,,0.75,,
19,2015-05-13,,,,,,,,,,0.75,,
20,2015-05-14,SE CON MEN JUN/15,SE,2015-07-01,1.0,354.01,1.0,29.0,26.0,2.0,,1,
21,2015-05-15,SE CON MEN JUN/15,SE,2015-07-01,1.5,362.6666666666667,1.0,29.0,25.0,3.0,,1,0.02415897742541695
22,2015-05-16,,,,,,,,,,0.75,,
23,2015-05-17,,,,,,,,,,0.75,,
24,2015-05-18,SE CON MEN JUN/15,SE,2015-07-01,4.0,360.5,1.0,29.0,24.0,4.0,,1,
25,2015-05-19,,,,,,,,,,0.75,,
26,2015-05-20,,,,,,,,,,0.75,,
27,2015-05-21,SE CON MEN JUN/15,SE,2015-07-01,24.0,360.3354166666666,1.0,29.0,23.0,5.0,,1,
28,2015-05-22,SE CON MEN JUN/15,SE,2015-07-01,6.3,361.22222222222223,1.0,29.0,22.0,6.0,,1,0.0024580323296756745
29,2015-05-23,,,,,,,,,,0.75,,
30,2015-05-24,,,,,,,,,,0.75,,
31,2015-05-25,SE CON MEN JUN/15,SE,2015-07-01,2.0,362.0,1.0,29.0,21.0,7.0,,1,
32,2015-05-26,SE CON MEN JUN/15,SE,2015-07-01,29.5,360.8101694915254,1.0,29.0,20.0,8.0,,1,-0.003292238082397425
33,2015-05-27,SE CON MEN JUN/15,SE,2015-07-01,1.1,359.99999999999994,1.0,29.0,19.0,9.0,,1,-0.0022479422932182302
34,2015-05-28,SE CON MEN JUN/15,SE,2015-07-01,21.1,359.9289099526066,1.0,29.0,18.0,10.0,,1,-0.0001974918541023385
35,2015-05-29,SE CON MEN JUN/15,SE,2015-07-01,2.0,364.0,1.0,29.0,17.0,11.0,,1,0.011247328040687954
36,2015-05-30,,,,,,,,,,0.75,,
37,2015-05-31,,,,,,,,,,0.75,,
38,2015-06-01,,,,,,,,,,0.75,,
39,2015-06-02,SE CON MEN JUL/15,SE,2015-08-01,6.0,352.1666666666667,1.0,30.0,28.0,1.0,,1,
40,2015-06-03,SE CON MEN JUL/15,SE,2015-08-01,1.6,359.56249999999994,1.0,30.0,27.0,2.0,,1,0.02078346623550953
41,2015-06-04,,,,,,,,,,0.75,,
42,2015-06-05,,,,,,,,,,0.75,,
43,2015-06-06,,,,,,,,,,0.75,,
44,2015-06-07,,,,,,,,,,0.75,,
45,2015-06-08,,,,,,,,,,0.75,,
46,2015-06-09,SE CON MEN JUL/15,SE,2015-08-01,1.9,367.0,1.0,30.0,26.0,3.0,,1,
47,2015-06-10,SE CON MEN JUL/15,SE,2015-08-01,2.0,363.625,1.0,30.0,25.0,4.0,,1,-0.009238731239204157
