Data,M+0,M+1,M+2,M+3,M+4,M+5,M+6,M+7,M+8,M+9,M+10,M+11,M+12,M+13,M+14,M+15,M+16,M+17,M+18,M+19,M+20,M+21,M+22,M+23,M+24,M+25,M+26,M+27,M+28,M+29,M+30,M+31,M+32,M+33,M+34,M+35,M+36,M+37,M+38,M+39,M+40,M+41,M+42,M+43,M+44,M+45,M+46,M+47,M+48,M+49
2019-10-24,0.08,0.27,0.37,0.4,0.42,0.32,0.35,0.28,0.2,0.21,0.18,0.25,0.3,0.25,0.4,0.45,0.41,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2019-10-25,0.07,0.35,0.35,0.4,0.42,0.32,0.35,0.29,0.2,0.21,0.18,0.24,0.3,0.26,0.4,0.43,0.41,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2019-10-28,0.07,0.36,0.34,0.39,0.41,0.31,0.35,0.29,0.2,0.2,0.18,0.24,0.3,0.26,0.4,0.45,0.41,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2019-10-29,0.07,0.36,0.34,0.39,0.41,0.31,0.35,0.29,0.2,0.21,0.18,0.24,0.3,0.26,0.4,0.45,0.41,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2019-10-30,0.07,0.36,0.34,0.39,0.41,0.31,0.35,0.29,0.2,0.21,0.18,0.24,0.3,0.26,0.4,0.45,0.41,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34
2019-10-31,0.07,0.38,0.34,0.39,0.41,0.31,0.35,0.29,0.2,0.2,0.17,0.24,0.3,0.26,0.4,0.44,0.4,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34
2019-11-01,0.35,0.34,0.4,0.42,0.31,0.35,0.27,0.19,0.19,0.15,0.23,0.32,0.25,0.4,0.45,0.43,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35
2019-11-04,0.34,0.34,0.38,0.42,0.31,0.35,0.28,0.2,0.2,0.15,0.23,0.31,0.25,0.38,0.44,0.43,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34
2019-11-05,0.35,0.34,0.38,0.42,0.31,0.35,0.28,0.19,0.2,0.15,0.23,0.3,0.25,0.38,0.44,0.41,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32
2019-11-06,0.36,0.34,0.38,0.42,0.31,0.35,0.29,0.2,0.2,0.16,0.23,0.3,0.25,0.38,0.43,0.4,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31
2019-11-07,0.37,0.34,0.38,0.42,0.31,0.35,0.29,0.23,0.2,0.16,0.23,0.3,0.25,0.39,0.43,0.4,0.31,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36
2019-11-08,0.37,0.35,0.36,0.41,0.32,0.35,0.3,0.2,0.21,0.17,0.23,0.3,0.26,0.38,0.41,0.4,0.31,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
2019-11-11,0.37,0.36,0.36,0.42,0.32,0.35,0.29,0.2,0.21,0.17,0.23,0.3,0.26,0.39,0.43,0.4,0.3,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31
2019-11-12,0.37,0.36,0.36,0.41,0.32,0.34,0.29,0.2,0.21,0.18,0.24,0.3,0.27,0.39,0.43,0.4,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31
2019-11-13,0.37,0.36,0.36,0.42,0.31,0.34,0.28,0.2,0.21,0.17,0.25,0.3,0.26,0.39,0.42,0.4,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31
2019-11-14,0.38,0.36,0.36,0.42,0.32,0.35,0.29,0.2,0.21,0.18,0.24,0.3,0.27,0.38,0.43,0.4,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31
2019-11-18,0.38,0.36,0.37,0.42,0.32,0.34,0.28,0.19,0.2,0.19,0.24,0.3,0.26,0.4,0.45,0.4,0.31,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32
2019-11-19,0.39,0.36,0.37,0.42,0.32,0.34,0.28,0.17,0.2,0.18,0.25,0.31,0.27,0.4,0.42,0.4,0.33,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31
2019-11-20,0.39,0.36,0.36,0.42,0.31,0.35,0.28,0.18,0.2,0.17,0.25,0.31,0.27,0.4,0.43,0.41,0.3,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31
2019-11-21,0.4,0.4,0.37,0.42,0.31,0.34,0.28,0.2,0.2,0.2,0.25,0.3,0.27,0.39,0.44,0.4,0.31,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
2019-11-22,0.42,0.44,0.38,0.42,0.32,0.35,0.28,0.2,0.21,0.19,0.25,0.3,0.26,0.4,0.41,0.41,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32
2019-11-25,0.43,0.44,0.38,0.42,0.32,0.35,0.28,0.2,0.21,0.19,0.24,0.3,0.27,0.4,0.4,0.4,0.32,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2019-11-26,0.43,0.45,0.38,0.42,0.32,0.35,0.28,0.2,0.21,0.19,0.25,0.3,0.27,0.4,0.4,0.4,0.32,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2019-11-27,0.43,0.47,0.39,0.42,0.32,0.35,0.28,0.21,0.21,0.19,0.24,0.3,0.26,0.4,0.4,0.4,0.32,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2019-11-28,0.44,0.5,0.39,0.42,0.32,0.35,0.28,0.2,0.21,0.19,0.23,0.3,0.27,0.4,0.4,0.4,0.31,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33
2019-11-29,0.45,0.53,0.4,0.42,0.32,0.35,0.28,0.22,0.2,0.18,0.25,0.32,0.26,0.4,0.4,0.39,0.34,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
2019-12-02,0.55,0.4,0.43,0.32,0.34,0.29,0.19,0.2,0.17,0.25,0.32,0.26,0.39,0.4,0.4,0.34,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31
2019-12-03,0.55,0.4,0.44,0.32,0.35,0.29,0.19,0.2,0.19,0.23,0.31,0.27,0.38,0.4,0.4,0.34,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31
2019-12-04,0.59,0.4,0.44,0.32,0.35,0.27,0.2,0.2,0.19,0.23,0.3,0.26,0.4,0.4,0.4,0.34,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31
2019-12-05,0.64,0.4,0.44,0.32,0.35,0.28,0.2,0.2,0.18,0.22,0.3,0.27,0.4,0.4,0.4,0.33,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31
2019-12-06,0.71,0.4,0.44,0.33,0.35,0.28,0.2,0.2,0.18,0.23,0.3,0.27,0.4,0.4,0.41,0.31,0.34,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29
2019-12-09,0.73,0.4,0.43,0.32,0.35,0.28,0.2,0.2,0.17,0.23,0.3,0.27,0.4,0.4,0.41,0.31,0.34,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
2019-12-10,0.73,0.4,0.44,0.32,0.35,0.28,0.2,0.2,0.17,0.23,0.3,0.27,0.4,0.4,0.41,0.31,0.34,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29
2019-12-11,0.74,0.4,0.43,0.32,0.35,0.28,0.2,0.2,0.18,0.23,0.3,0.27,0.4,0.4,0.41,0.3,0.34,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
2019-12-12,0.76,0.4,0.43,0.32,0.35,0.29,0.2,0.2,0.19,0.23,0.3,0.27,0.4,0.4,0.41,0.31,0.34,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
2019-12-13,0.78,0.39,0.42,0.32,0.34,0.3,0.22,0.2,0.2,0.25,0.31,0.28,0.4,0.39,0.41,0.3,0.3,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31
2019-12-16,0.85,0.37,0.42,0.32,0.34,0.29,0.23,0.2,0.2,0.23,0.31,0.25,0.38,0.45,0.42,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31
2019-12-17,0.88,0.38,0.42,0.32,0.34,0.29,0.23,0.2,0.19,0.23,0.31,0.24,0.39,0.45,0.42,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31
2019-12-18,0.92,0.36,0.42,0.31,0.34,0.28,0.23,0.21,0.2,0.23,0.31,0.23,0.4,0.44,0.42,0.31,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
2019-12-19,0.94,0.37,0.42,0.31,0.34,0.28,0.24,0.22,0.2,0.24,0.31,0.23,0.4,0.45,0.42,0.3,0.31,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
2019-12-20,1.0,0.36,0.42,0.32,0.35,0.29,0.21,0.2,0.2,0.24,0.3,0.26,0.4,0.43,0.41,0.31,0.3,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28
2019-12-23,1.0,0.36,0.42,0.32,0.35,0.28,0.22,0.19,0.2,0.22,0.3,0.26,0.4,0.42,0.41,0.3,0.32,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28
2019-12-24,1.01,0.35,0.42,0.32,0.35,0.28,0.22,0.19,0.2,0.23,0.3,0.27,0.4,0.42,0.41,0.3,0.32,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28
2019-12-26,1.0,0.36,0.41,0.32,0.35,0.28,0.2,0.19,0.2,0.23,0.3,0.27,0.4,0.4,0.4,0.29,0.31,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28
2019-12-27,1.02,0.36,0.42,0.32,0.35,0.28,0.21,0.2,0.2,0.22,0.3,0.27,0.4,0.41,0.4,0.3,0.32,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28
2019-12-30,1.03,0.38,0.41,0.3,0.34,0.28,0.22,0.19,0.19,0.23,0.3,0.27,0.4,0.44,0.44,0.35,0.34,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
2019-12-31,1.05,0.39,0.4,0.3,0.33,0.28,0.2,0.2,0.19,0.23,0.31,0.26,0.4,0.45,0.44,0.35,0.31,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
2020-01-02,0.4,0.4,0.3,0.33,0.28,0.2,0.2,0.19,0.24,0.31,0.25,0.4,0.45,0.42,0.33,0.32,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
2020-01-03,0.4,0.39,0.3,0.33,0.28,0.21,0.2,0.2,0.25,0.32,0.25,0.4,0.43,0.4,0.32,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31
2020-01-06,0.4,0.39,0.3,0.35,0.28,0.21,0.19,0.2,0.25,0.32,0.27,0.4,0.42,0.4,0.31,0.3,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31
2020-01-07,0.4,0.39,0.32,0.35,0.28,0.24,0.2,0.2,0.25,0.31,0.25,0.4,0.38,0.4,0.3,0.31,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
2020-01-08,0.4,0.4,0.31,0.35,0.28,0.24,0.2,0.2,0.25,0.3,0.25,0.4,0.4,0.4,0.3,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31
2020-01-09,0.4,0.39,0.32,0.35,0.28,0.22,0.2,0.19,0.24,0.3,0.25,0.4,0.39,0.4,0.3,0.31,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29
2020-01-10,0.4,0.39,0.3,0.35,0.28,0.23,0.21,0.18,0.24,0.31,0.26,0.4,0.4,0.4,0.3,0.32,0.3,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17
2020-01-13,0.38,0.38,0.3,0.34,0.28,0.22,0.21,0.2,0.24,0.3,0.27,0.4,0.4,0.4,0.3,0.33,0.3,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18
2020-01-14,0.37,0.38,0.3,0.34,0.29,0.22,0.2,0.2,0.24,0.3,0.27,0.4,0.4,0.4,0.3,0.31,0.29,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19
2020-01-15,0.36,0.37,0.29,0.34,0.28,0.2,0.21,0.19,0.23,0.3,0.28,0.4,0.4,0.39,0.3,0.33,0.29,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19
2020-01-16,0.35,0.37,0.29,0.34,0.28,0.22,0.2,0.18,0.23,0.3,0.28,0.4,0.4,0.39,0.3,0.33,0.29,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19
2020-01-17,0.33,0.35,0.29,0.34,0.28,0.23,0.21,0.17,0.24,0.3,0.28,0.42,0.4,0.4,0.31,0.32,0.29,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19
2020-01-20,0.34,0.35,0.3,0.35,0.26,0.23,0.21,0.17,0.23,0.3,0.28,0.41,0.4,0.4,0.31,0.32,0.29,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
2020-01-21,0.33,0.33,0.28,0.35,0.26,0.23,0.21,0.17,0.23,0.3,0.28,0.41,0.4,0.41,0.31,0.31,0.29,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
2020-01-22,0.32,0.32,0.27,0.35,0.25,0.23,0.22,0.16,0.22,0.3,0.28,0.42,0.4,0.41,0.31,0.32,0.29,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
2020-01-23,0.32,0.32,0.27,0.35,0.26,0.23,0.22,0.16,0.22,0.3,0.28,0.42,0.4,0.41,0.31,0.31,0.29,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
2020-01-24,0.34,0.27,0.25,0.33,0.27,0.23,0.23,0.17,0.23,0.31,0.29,0.44,0.4,0.41,0.3,0.33,0.29,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
2020-01-27,0.35,0.27,0.25,0.34,0.26,0.23,0.23,0.18,0.24,0.31,0.29,0.45,0.4,0.4,0.3,0.33,0.28,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
2020-01-28,0.35,0.27,0.25,0.34,0.26,0.23,0.23,0.19,0.24,0.31,0.29,0.45,0.4,0.4,0.3,0.33,0.29,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
