Data,M+0,M+1,M+2,M+3,M+4,M+5,M+6,M+7,M+8,M+9,M+10,M+11,M+12,M+13,M+14,M+15,M+16,M+17,M+18,M+19,M+20,M+21,M+22,M+23,M+24,M+25,M+26,M+27,M+28,M+29,M+30,M+31,M+32,M+33,M+34,M+35,M+36,M+37,M+38,M+39,M+40,M+41,M+42,M+43,M+44,M+45,M+46,M+47,M+48,M+49
2017-07-03,0.19,0.23,0.32,0.4,0.42,0.52,0.52,0.47,0.36,0.41,0.3,0.2,0.18,0.18,0.28,0.37,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41
2017-07-04,0.18,0.23,0.32,0.4,0.42,0.52,0.54,0.47,0.36,0.41,0.3,0.2,0.16,0.17,0.28,0.36,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41
2017-07-05,0.18,0.23,0.32,0.4,0.43,0.5,0.54,0.47,0.36,0.41,0.31,0.2,0.19,0.18,0.27,0.37,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41
2017-07-06,0.2,0.23,0.33,0.4,0.43,0.5,0.54,0.5,0.36,0.42,0.3,0.2,0.19,0.2,0.29,0.35,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
2017-07-07,0.2,0.24,0.32,0.4,0.43,0.5,0.53,0.5,0.36,0.42,0.31,0.2,0.19,0.2,0.3,0.35,0.4,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.59
2017-07-10,0.19,0.23,0.32,0.4,0.42,0.52,0.53,0.5,0.36,0.41,0.3,0.21,0.2,0.19,0.29,0.35,0.4,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45
2017-07-11,0.18,0.21,0.32,0.4,0.42,0.52,0.53,0.49,0.35,0.4,0.31,0.2,0.2,0.19,0.29,0.36,0.4,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45
2017-07-12,0.18,0.21,0.33,0.4,0.42,0.52,0.53,0.49,0.35,0.37,0.3,0.2,0.2,0.2,0.29,0.36,0.4,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45
2017-07-13,0.18,0.2,0.33,0.4,0.42,0.51,0.53,0.48,0.35,0.4,0.31,0.2,0.2,0.18,0.28,0.36,0.4,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45
2017-07-14,0.16,0.2,0.31,0.4,0.43,0.51,0.53,0.48,0.35,0.4,0.3,0.2,0.2,0.18,0.28,0.36,0.4,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46
2017-07-17,0.15,0.2,0.35,0.4,0.44,0.5,0.52,0.5,0.35,0.36,0.3,0.2,0.2,0.19,0.3,0.37,0.4,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48
2017-07-18,0.13,0.2,0.34,0.4,0.44,0.51,0.53,0.5,0.36,0.36,0.3,0.2,0.19,0.2,0.29,0.36,0.4,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46
2017-07-19,0.13,0.23,0.32,0.39,0.43,0.51,0.53,0.48,0.36,0.4,0.31,0.19,0.17,0.18,0.28,0.37,0.4,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48
2017-07-20,0.13,0.23,0.32,0.39,0.43,0.51,0.52,0.48,0.36,0.4,0.31,0.18,0.17,0.18,0.28,0.36,0.4,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48
2017-07-21,0.14,0.27,0.32,0.38,0.43,0.51,0.52,0.48,0.36,0.4,0.3,0.18,0.17,0.19,0.28,0.36,0.4,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48
2017-07-24,0.14,0.3,0.32,0.38,0.43,0.51,0.52,0.48,0.36,0.4,0.3,0.19,0.17,0.18,0.28,0.36,0.4,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48
2017-07-25,0.15,0.3,0.32,0.38,0.43,0.51,0.52,0.48,0.36,0.4,0.3,0.18,0.17,0.18,0.28,0.37,0.41,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48
2017-07-26,0.17,0.5,0.32,0.37,0.43,0.5,0.5,0.48,0.36,0.4,0.3,0.2,0.19,0.18,0.29,0.36,0.41,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2017-07-27,0.17,0.5,0.34,0.37,0.43,0.52,0.52,0.5,0.35,0.41,0.31,0.2,0.17,0.19,0.3,0.37,0.4,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2017-07-28,0.16,0.52,0.32,0.37,0.42,0.51,0.53,0.5,0.37,0.41,0.3,0.2,0.17,0.18,0.3,0.35,0.41,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2017-07-31,0.16,0.55,0.31,0.38,0.41,0.51,0.54,0.5,0.38,0.4,0.3,0.21,0.17,0.2,0.29,0.35,0.4,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2017-08-01,0.56,0.33,0.38,0.43,0.51,0.53,0.5,0.37,0.4,0.3,0.2,0.17,0.2,0.3,0.35,0.4,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2017-08-02,0.56,0.33,0.38,0.43,0.51,0.52,0.49,0.37,0.4,0.3,0.2,0.17,0.2,0.29,0.35,0.4,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2017-08-03,0.58,0.35,0.37,0.42,0.5,0.51,0.48,0.36,0.4,0.3,0.21,0.17,0.2,0.29,0.35,0.4,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2017-08-04,0.55,0.32,0.36,0.4,0.5,0.5,0.47,0.35,0.36,0.29,0.2,0.19,0.22,0.3,0.36,0.41,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2017-08-07,0.55,0.33,0.36,0.4,0.5,0.5,0.49,0.35,0.38,0.31,0.2,0.2,0.2,0.3,0.37,0.4,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47
2017-08-08,0.53,0.34,0.37,0.4,0.49,0.5,0.48,0.35,0.36,0.31,0.2,0.19,0.2,0.3,0.37,0.4,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46
2017-08-09,0.52,0.35,0.37,0.4,0.5,0.52,0.49,0.36,0.4,0.31,0.2,0.19,0.2,0.3,0.36,0.4,0.49,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2017-08-10,0.52,0.34,0.35,0.4,0.5,0.52,0.49,0.36,0.4,0.3,0.2,0.2,0.2,0.3,0.36,0.4,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2017-08-11,0.52,0.34,0.36,0.4,0.5,0.52,0.49,0.36,0.41,0.31,0.2,0.19,0.19,0.29,0.36,0.39,0.49,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2017-08-14,0.5,0.35,0.37,0.41,0.5,0.52,0.49,0.36,0.39,0.3,0.2,0.2,0.18,0.28,0.37,0.4,0.49,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2017-08-15,0.5,0.34,0.37,0.41,0.5,0.52,0.49,0.36,0.36,0.3,0.2,0.2,0.19,0.28,0.37,0.4,0.49,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2017-08-16,0.5,0.32,0.35,0.41,0.5,0.51,0.45,0.36,0.35,0.3,0.18,0.2,0.2,0.28,0.39,0.4,0.5,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51
2017-08-17,0.49,0.35,0.35,0.41,0.49,0.53,0.5,0.36,0.35,0.3,0.17,0.18,0.18,0.29,0.39,0.4,0.47,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52
2017-08-18,0.49,0.35,0.35,0.41,0.49,0.53,0.48,0.35,0.35,0.3,0.17,0.18,0.18,0.28,0.37,0.4,0.47,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2017-08-21,0.49,0.32,0.36,0.4,0.49,0.52,0.49,0.35,0.39,0.3,0.18,0.17,0.2,0.29,0.36,0.4,0.49,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2017-08-22,0.47,0.32,0.36,0.4,0.49,0.52,0.48,0.36,0.38,0.3,0.19,0.18,0.2,0.29,0.36,0.4,0.49,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2017-08-23,0.45,0.32,0.36,0.4,0.49,0.52,0.48,0.36,0.38,0.3,0.19,0.18,0.19,0.29,0.36,0.4,0.49,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2017-08-24,0.45,0.32,0.36,0.39,0.49,0.52,0.47,0.35,0.39,0.3,0.2,0.18,0.2,0.29,0.36,0.4,0.49,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2017-08-25,0.44,0.31,0.36,0.39,0.48,0.52,0.48,0.35,0.39,0.3,0.2,0.18,0.2,0.29,0.36,0.4,0.49,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2017-08-28,0.42,0.3,0.36,0.39,0.48,0.53,0.47,0.35,0.39,0.3,0.2,0.18,0.2,0.28,0.36,0.4,0.48,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2017-08-29,0.36,0.29,0.36,0.4,0.5,0.53,0.45,0.35,0.36,0.3,0.2,0.17,0.2,0.3,0.36,0.4,0.49,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.51
2017-08-30,0.35,0.27,0.35,0.4,0.49,0.5,0.45,0.35,0.36,0.3,0.2,0.18,0.2,0.3,0.37,0.4,0.49,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2017-08-31,0.35,0.27,0.37,0.4,0.49,0.51,0.47,0.35,0.38,0.3,0.2,0.18,0.2,0.3,0.37,0.4,0.49,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2017-09-01,0.27,0.36,0.41,0.49,0.5,0.47,0.35,0.37,0.3,0.2,0.18,0.2,0.3,0.37,0.4,0.49,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2017-09-04,0.27,0.35,0.41,0.49,0.5,0.47,0.35,0.39,0.3,0.2,0.18,0.2,0.3,0.37,0.4,0.49,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2017-09-05,0.27,0.37,0.41,0.5,0.52,0.49,0.35,0.41,0.3,0.2,0.18,0.18,0.28,0.37,0.4,0.48,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
2017-09-06,0.25,0.35,0.4,0.47,0.51,0.5,0.35,0.4,0.3,0.2,0.18,0.2,0.29,0.36,0.4,0.49,0.5,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42
2017-09-08,0.22,0.35,0.4,0.46,0.51,0.49,0.35,0.36,0.3,0.18,0.18,0.18,0.28,0.36,0.4,0.49,0.52,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46
2017-09-11,0.22,0.35,0.39,0.46,0.51,0.49,0.35,0.38,0.3,0.2,0.18,0.18,0.28,0.35,0.4,0.49,0.52,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46
2017-09-12,0.22,0.35,0.39,0.47,0.52,0.49,0.35,0.38,0.3,0.2,0.18,0.19,0.28,0.36,0.4,0.49,0.52,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47
2017-09-13,0.2,0.33,0.38,0.46,0.5,0.48,0.35,0.37,0.3,0.2,0.17,0.2,0.29,0.36,0.4,0.49,0.51,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46
2017-09-14,0.18,0.33,0.38,0.46,0.5,0.48,0.35,0.37,0.3,0.19,0.17,0.2,0.28,0.37,0.4,0.49,0.51,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46
2017-09-15,0.18,0.32,0.39,0.47,0.5,0.48,0.35,0.4,0.3,0.18,0.18,0.21,0.3,0.37,0.4,0.5,0.5,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46
2017-09-18,0.17,0.32,0.39,0.47,0.5,0.46,0.35,0.39,0.3,0.18,0.18,0.2,0.29,0.37,0.4,0.49,0.5,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45
2017-09-19,0.14,0.32,0.36,0.46,0.5,0.46,0.35,0.37,0.3,0.18,0.18,0.2,0.28,0.36,0.4,0.49,0.5,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45
2017-09-20,0.11,0.35,0.35,0.46,0.5,0.46,0.35,0.38,0.3,0.19,0.18,0.19,0.28,0.36,0.4,0.48,0.5,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45
2017-09-21,0.11,0.35,0.35,0.46,0.5,0.46,0.35,0.38,0.3,0.2,0.18,0.19,0.28,0.36,0.4,0.48,0.5,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45
2017-09-22,0.1,0.35,0.35,0.46,0.5,0.46,0.34,0.38,0.3,0.2,0.18,0.19,0.28,0.36,0.4,0.48,0.5,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45
2017-09-25,0.1,0.35,0.35,0.46,0.5,0.46,0.34,0.38,0.3,0.19,0.18,0.19,0.28,0.36,0.4,0.48,0.5,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45
2017-09-26,0.1,0.35,0.35,0.46,0.5,0.46,0.34,0.38,0.3,0.19,0.18,0.19,0.29,0.36,0.4,0.48,0.5,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45
2017-09-27,0.09,0.35,0.36,0.44,0.5,0.46,0.33,0.37,0.3,0.19,0.18,0.19,0.3,0.34,0.38,0.45,0.5,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44
2017-09-28,0.09,0.36,0.36,0.44,0.51,0.45,0.34,0.37,0.3,0.17,0.16,0.19,0.28,0.34,0.38,0.47,0.5,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45
2017-09-29,0.1,0.36,0.36,0.45,0.5,0.45,0.33,0.36,0.3,0.15,0.17,0.18,0.28,0.34,0.38,0.44,0.5,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44
2017-10-02,0.36,0.36,0.46,0.5,0.45,0.34,0.36,0.29,0.16,0.17,0.2,0.28,0.34,0.38,0.44,0.5,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44
2017-10-03,0.37,0.36,0.45,0.49,0.45,0.33,0.36,0.29,0.16,0.18,0.2,0.28,0.34,0.38,0.44,0.5,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45
