,data,produto,submercado,expiracao,volume,VWAP,M,H,h,h_cresc
648,2016-09-24,SE CON MEN OUT/16,SE,2016-11-01,,153.83333333333331,1.0,40.0,37.0,2.0
649,2016-09-25,SE CON MEN OUT/16,SE,2016-11-01,,156.75,1.0,40.0,36.0,3.0
650,2016-09-26,SE CON MEN OUT/16,SE,2016-11-01,3.0,159.66666666666666,1.0,40.0,35.0,4.0
651,2016-09-27,SE CON MEN OUT/16,SE,2016-11-01,2.0,168.5,1.0,40.0,34.0,5.0
652,2016-09-28,SE CON MEN OUT/16,SE,2016-11-01,4.0,171.0,1.0,40.0,33.0,6.0
653,2016-09-29,SE CON MEN OUT/16,SE,2016-11-01,7.0,172.0,1.0,40.0,32.0,7.0
654,2016-09-30,SE CON MEN OUT/16,SE,2016-11-01,1.0,170.0,1.0,40.0,31.0,8.0
655,2016-10-01,SE CON MEN NOV/16,SE,2016-12-01,,166.75,1.0,118.0,60.0,57.0
656,2016-10-02,SE CON MEN NOV/16,SE,2016-12-01,,166.16666666666666,1.0,118.0,59.0,58.0
657,2016-10-03,SE CON MEN NOV/16,SE,2016-12-01,,165.58333333333331,1.0,118.0,58.0,59.0
658,2016-10-04,SE CON MEN NOV/16,SE,2016-12-01,3.0,165.0,1.0,118.0,57.0,60.0
659,2016-10-05,SE CON MEN NOV/16,SE,2016-12-01,,171.0,1.0,118.0,56.0,61.0
660,2016-10-06,SE CON MEN NOV/16,SE,2016-12-01,,177.0,1.0,118.0,55.0,62.0
661,2016-10-07,SE CON MEN NOV/16,SE,2016-12-01,1.0,183.0,1.0,118.0,54.0,63.0
662,2016-10-08,SE CON MEN NOV/16,SE,2016-12-01,,184.875,1.0,118.0,53.0,64.0
663,2016-10-09,SE CON MEN NOV/16,SE,2016-12-01,,186.75,1.0,118.0,52.0,65.0
664,2016-10-10,SE CON MEN NOV/16,SE,2016-12-01,,188.625,1.0,118.0,51.0,66.0
665,2016-10-11,SE CON MEN NOV/16,SE,2016-12-01,2.0,190.5,1.0,118.0,50.0,67.0
666,2016-10-12,SE CON MEN NOV/16,SE,2016-12-01,,190.25,1.0,118.0,49.0,68.0
667,2016-10-13,SE CON MEN NOV/16,SE,2016-12-01,2.0,190.0,1.0,118.0,48.0,69.0
668,2016-10-14,SE CON MEN NOV/16,SE,2016-12-01,2.0,186.5,1.0,118.0,47.0,70.0
669,2016-10-15,SE CON MEN NOV/16,SE,2016-12-01,,185.33333333333334,1.0,118.0,46.0,71.0
670,2016-10-16,SE CON MEN NOV/16,SE,2016-12-01,,184.16666666666666,1.0,118.0,45.0,72.0
671,2016-10-17,SE CON MEN NOV/16,SE,2016-12-01,1.0,183.0,1.0,118.0,44.0,73.0
672,2016-10-18,SE CON MEN NOV/16,SE,2016-12-01,10.0,179.247,1.0,118.0,43.0,74.0
673,2016-10-19,SE CON MEN NOV/16,SE,2016-12-01,3.0,171.66666666666666,1.0,118.0,42.0,75.0
674,2016-10-20,SE CON MEN NOV/16,SE,2016-12-01,9.0,167.61555555555555,1.0,118.0,41.0,76.0
675,2016-10-21,SE CON MEN NOV/16,SE,2016-12-01,2.0,164.0,1.0,118.0,40.0,77.0
676,2016-10-22,SE CON MEN NOV/16,SE,2016-12-01,,168.91666666666666,1.0,118.0,39.0,78.0
677,2016-10-23,SE CON MEN NOV/16,SE,2016-12-01,,173.83333333333334,1.0,118.0,38.0,79.0
678,2016-10-24,SE CON MEN NOV/16,SE,2016-12-01,4.0,178.75,1.0,118.0,37.0,80.0
679,2016-10-25,SE CON MEN NOV/16,SE,2016-12-01,3.0,180.33333333333334,1.0,118.0,36.0,81.0
680,2016-10-26,SE CON MEN NOV/16,SE,2016-12-01,7.8,180.48717948717947,1.0,118.0,35.0,82.0
681,2016-10-27,SE CON MEN NOV/16,SE,2016-12-01,19.2,179.61458333333331,1.0,118.0,34.0,83.0
682,2016-10-28,SE CON MEN NOV/16,SE,2016-12-01,2.5,187.0,1.0,118.0,33.0,84.0
683,2016-10-29,SE CON MEN NOV/16,SE,2016-12-01,,187.5,1.0,118.0,32.0,85.0
684,2016-10-30,SE CON MEN NOV/16,SE,2016-12-01,,188.0,1.0,118.0,31.0,86.0
685,2016-10-31,SE CON MEN NOV/16,SE,2016-12-01,,188.5,1.0,118.0,30.0,87.0
686,2016-11-01,SE CON MEN DEZ/16,SE,2017-01-01,,158.66666666666666,1.0,149.0,60.0,88.0
687,2016-11-02,SE CON MEN DEZ/16,SE,2017-01-01,,162.33333333333334,1.0,149.0,59.0,89.0
688,2016-11-03,SE CON MEN DEZ/16,SE,2017-01-01,1.0,166.0,1.0,149.0,58.0,90.0
689,2016-11-04,SE CON MEN DEZ/16,SE,2017-01-01,,165.5,1.0,149.0,57.0,91.0
