,log_return_train,log_return_test,std_dev_train,std_dev_test,sharpe_train,sharpe_test,accuracy_train,accuracy_test,precision_train,precision_test,f1_train,f1_test,roc_auc_train,roc_auc_test
0,4.301727629250325,1.5972490664624186,0.01797283713861213,0.022629950475534,0.2251609152769966,0.035755420599447064,0.9971777986829727,0.5714285714285714,1.0,0.5386398763523956,0.9933184855233853,0.6223214285714286,0.9933628318584071,0.5780235848668569
